,MI
242,0.7264892488912913
243,0.7328561499751858
244,0.7385848767878593
245,0.7409162160206308
246,0.7397740453997618
247,0.7371609702830884
248,0.7343150869450584
249,0.7349082811291908
250,0.736345396604084
251,0.7362806448844222
252,0.7343663538642944
253,0.7317918183624558
254,0.729224776880666
255,0.7354575351945652
256,0.7368813352764397
257,0.7426192701810485
258,0.7505120734127299
259,0.7574491599988304
260,0.7599663792408511
261,0.7581443625321909
262,0.754732425761084
263,0.7510181473236528
264,0.7517976757754817
265,0.7538170130322801
266,0.7539159465087522
267,0.7516524174284601
268,0.748542437849087
269,0.7454228854682695
270,0.7503473967161732
271,0.7519263973047318
272,0.7586318182333697
273,0.7680285680914964
274,0.7760863111622555
275,0.7786547938057834
276,0.7760208993735553
277,0.7717483463560433
278,0.7671284568317989
279,0.7681109220207879
280,0.7707828403930594
281,0.7711121278010709
282,0.768542029688053
283,0.7649322552004341
284,0.7612861289290671
285,0.765155405622131
286,0.766859238588011
287,0.7744693595256162
288,0.7853130670102032
289,0.7943725338269549
290,0.7968625674470309
291,0.7933070710635179
292,0.7881229137851653
293,0.7825910198471547
294,0.7837925322518774
295,0.7871666736862636
296,0.7877882492587445
297,0.7849564167304943
298,0.7808927939525022
299,0.7767569149465392
300,0.7798349329196735
301,0.7816354076196244
302,0.7900688194004919
303,0.8022665647035992
304,0.8121790589368709
305,0.8144722713046149
306,0.809911611368106
307,0.8037767995461355
308,0.7973588633758235
309,0.7987967671104166
310,0.8028989783239986
311,0.8038668060895837
312,0.8008174652521409
313,0.7963557043360519
314,0.7917782432584624
315,0.7943375633510006
316,0.796209959893498
317,0.805365928168315
318,0.8187894340356927
319,0.8293798076831075
320,0.8313749658730674
321,0.8257536164602173
322,0.8186419172324543
323,0.8113957348531496
324,0.8130908843891157
325,0.8179216783213586
326,0.819278562978707
327,0.8160528961997082
328,0.811257790279853
329,0.8062983843923346
330,0.808610001858102
331,0.8105347551785729
332,0.8202933480711643
333,0.8347810773091231
334,0.845853114196591
335,0.847470743033667
336,0.840761077673062
337,0.8326593850187104
338,0.824671910656493
339,0.8266512357917826
340,0.8321860845124687
341,0.833960669381136
342,0.8305949898550429
343,0.8255395438504891
344,0.8202689703910231
345,0.822597541399356
346,0.8245615825404424
347,0.8347851910427334
348,0.850145734113348
349,0.8614894040198651
350,0.8626747078138943
351,0.8548751608969174
352,0.8457830842055752
353,0.8371655924983407
354,0.8394645287581982
355,0.8456562598855275
356,0.8478604355890172
357,0.8443853076537378
358,0.8391497104108815
359,0.8336489994851529
360,0.8362444233723066
361,0.8382404349445054
362,0.8487776559946608
363,0.8647943775927104
364,0.8761946980992656
365,0.8769184986292261
366,0.868050407943239
367,0.8579789806025202
368,0.8488598348486868
369,0.8515240752942891
370,0.8583077713909336
371,0.8609348817640207
372,0.8573754020749376
373,0.8520458174143847
374,0.8464045953823403
375,0.849495814285996
376,0.8515169990155458
377,0.8622099148313764
378,0.8786468342934945
379,0.8898937802424232
380,0.8901514489462763
381,0.8802549443758078
382,0.8692245468626107
383,0.85973941902299
384,0.8628253029932428
385,0.8701259446255301
386,0.8731503300154801
387,0.869527656915043
388,0.8641948415432547
389,0.8585271238868606
390,0.8623035716769729
391,0.8643334531031588
392,0.8750281651881433
393,0.891636851076669
394,0.9025353357836752
395,0.9023440816896454
396,0.8914733239478632
397,0.8795115538187986
398,0.8697917190721821
399,0.873364444703005
400,0.8811067627585794
401,0.8844851513652355
402,0.8808191995812865
403,0.8755950051417919
404,0.8699640545885607
405,0.8746248906072832
406,0.8766262147037126
407,0.8871839879744625
408,0.9037118440991695
409,0.9140910624136902
410,0.9134862776743984
411,0.9017036517026541
412,0.8888441091905704
413,0.8790044547234567
414,0.8831334691231038
415,0.8912524662841684
416,0.8949275987866331
417,0.8912581955212171
418,0.8862030722767287
419,0.8807227948518006
420,0.8864242655540772
421,0.8883325591545039
422,0.8986372775683908
423,0.9148369189948381
424,0.9245578646107259
425,0.9235892339671179
426,0.9109585644948557
427,0.8972424321460756
428,0.8873724266316014
429,0.8921235335154052
430,0.9005725759044004
431,0.9044788860665639
432,0.9008168387775816
433,0.8960421073252762
434,0.8908041937405549
435,0.897668973037065
436,0.8993946691707396
437,0.9093536810774739
438,0.924993471256257
439,0.9339542161298902
440,0.9326818249358659
441,0.919261069123964
442,0.9047424498931186
443,0.8949026446946493
444,0.9003270657237282
445,0.9090806121662427
446,0.9131691388585061
447,0.909533406680737
448,0.905130136839873
449,0.90021682705127
450,0.7060463158812109
451,0.7070428260813127
452,0.710735981850696
453,0.7155835748001839
454,0.7200439843436097
455,0.7220587361877296
456,0.7214390917728886
457,0.7195367028897347
458,0.7174928711109133
459,0.7179092837364976
460,0.7188331983710499
461,0.7186521919163568
462,0.7170823969674753
463,0.7150118868552141
464,0.7129506562048751
465,0.7210566426964209
466,0.7223152700216101
467,0.7270533227094614
468,0.7334154470497866
469,0.7391396808995947
470,0.7414754392203536
471,0.7403245756480151
472,0.7376869910158342
473,0.7348380504171993
474,0.7354173022802496
475,0.7368278596543167
476,0.7367346788597204
477,0.7347615597538173
478,0.7321102278092995
479,0.7294591996807217
480,0.7361061985970532
481,0.7375540381438177
482,0.743307791734076
483,0.7511946648005249
484,0.7581254934081798
485,0.7606495605770837
486,0.7588200532427686
487,0.7553755679685402
488,0.7516565780877894
489,0.7524156258214473
490,0.7543981465607925
491,0.7544606678406381
492,0.7521206593754418
493,0.748912484977491
494,0.74568682329893
495,0.751115122052582
496,0.7527195142841155
497,0.7594431237641422
498,0.7688319227834688
499,0.7768808016124397
500,0.7794587811412506
501,0.7768199777089247
502,0.7725068443598169
503,0.7678801744674781
504,0.7688346531696537
505,0.771458331916066
506,0.7717430505397241
507,0.7690780065398799
508,0.7653481134336193
509,0.7615735147877127
510,0.7660406716409458
511,0.7677704856651895
512,0.7754001450881526
513,0.7862325320873679
514,0.7952794972920955
515,0.7977817912872458
516,0.794225405551939
517,0.7889932609568335
518,0.7834521101801448
519,0.7846173571746633
520,0.7879309015110612
521,0.7884996644190609
522,0.7855540703451643
523,0.7813484704531921
524,0.77706208716659
525,0.7808347113288675
526,0.782661174519958
527,0.7911140606409083
528,0.8032952918742189
529,0.8131905030499046
530,0.8154987838280492
531,0.8109427299487916
532,0.8047537955150776
533,0.7983237606943012
534,0.7997165418076579
535,0.8037450726243621
536,0.804651777370849
537,0.8014700129781266
538,0.7968450731954044
539,0.7920959542815538
540,0.795447191102167
541,0.7973452498319911
542,0.8065188533167563
543,0.8199184086164925
544,0.8304855618715178
545,0.8324986083137068
546,0.8268888479146456
547,0.8197187908398943
548,0.8124573842328606
549,0.8140981494459518
550,0.8188416324313628
551,0.8201289924863558
552,0.8167529193342267
553,0.8117746535034273
554,0.8066237984684208
555,0.8098230805042262
556,0.8117731614309515
557,0.8215454830849803
558,0.8359992692672348
559,0.8470411014820156
560,0.8486794510047183
561,0.8419898234826879
562,0.8338279990715884
563,0.8258220089343793
564,0.8277374138917429
565,0.8331709235763681
566,0.8348674453538175
567,0.8313345823324321
568,0.8260777167569194
569,0.8205976598681787
570,0.8239058571100073
571,0.8258952758999335
572,0.8361264689027728
573,0.8514403630946223
574,0.8627460327778959
575,0.8639549286400251
576,0.8561852721859146
577,0.8470342039117585
578,0.8383948832517192
579,0.8406201551914704
580,0.8466962529776922
581,0.8488136510111585
582,0.8451562685931231
583,0.8397031211088342
584,0.8339943985274704
585,0.8376378586560158
586,0.8396601279949206
587,0.8501965945887069
588,0.8661512894491111
589,0.877505355917468
590,0.8782557028839043
591,0.8694286556995297
592,0.8593026007296602
593,0.8501584493069023
594,0.8527390578473973
595,0.8593926853312635
596,0.8619241173801048
597,0.8581694641087391
598,0.8526263980597499
599,0.8467476242187255
600,0.8509625685803396
601,0.8530118394240629
602,0.8636938557694988
603,0.8800509758370639
604,0.8912433981504841
605,0.8915307047402219
606,0.8816875585098247
607,0.8706102639804618
608,0.8610972535325438
609,0.864089213262334
610,0.8712453341548001
611,0.8741649868358681
612,0.8703552105744834
613,0.8647810372269389
614,0.8588459492243958
615,0.8638302056479267
616,0.8658908111975625
617,0.8765635326344784
618,0.8930727952461059
619,0.9039089569255951
620,0.9037506205799737
621,0.8929465450801254
622,0.8809489423703349
623,0.8711988169468908
624,0.8746668321538472
625,0.8822502718138601
626,0.8855334032948243
627,0.8816556306583339
628,0.8761634665701671
629,0.8702726844221369
630,0.8761964920519119
631,0.8782314893464224
632,0.8887565608900836
633,0.9051643576627664
634,0.9154743997336681
635,0.9149060225762291
636,0.9032042836350224
637,0.8903230930116215
638,0.8804513825407203
639,0.8844642200928807
640,0.8924267497808369
641,0.8959822506409771
642,0.8920783666959118
643,0.886765942151817
644,0.8810187132697875
645,0.8880246971580495
646,0.8899691113943535
647,0.9002324059515703
648,0.9162915026410281
649,0.9259377727000851
650,0.9250091955561066
651,0.9124744537287708
652,0.8987535759414477
653,0.8888505532952793
654,0.8934732227898438
655,0.9017527307150115
656,0.9055305413139889
657,0.9016310877302841
658,0.8965952946907042
659,0.89108526149307
660,0.8992811300989769
661,0.9010440767898982
662,0.9109564627826214
663,0.9264368705260421
664,0.9353190832602594
665,0.9340903725090968
666,0.9207815154034681
667,0.9062771481030005
668,0.8964042649281322
669,0.9017027129880365
670,0.9102580967354916
671,0.9141918051950778
672,0.9103360925652803
673,0.9056701323331424
674,0.9004812787851456
675,0.7063584246730759
676,0.7074114569762929
677,0.711113683758232
678,0.7159582072065741
679,0.7204159096504695
680,0.722432448495999
681,0.721804851723582
682,0.7198880420919095
683,0.7178432692658188
684,0.7182516245251777
685,0.7191589318812102
686,0.7189587261508602
687,0.7173506851551844
688,0.7152294928421152
689,0.7131119128969247
690,0.7215148977324404
691,0.7227934690014904
692,0.7275435238891615
693,0.7339018657913293
694,0.7396221979153524
695,0.7419612315369084
696,0.7408020322799399
697,0.7381434022392579
698,0.7352923401717527
699,0.7358583396563972
700,0.7372438458261711
701,0.7371241046429865
702,0.7350976608272219
703,0.7323770954212516
704,0.7296501173230858
705,0.736672088246547
706,0.7381418598298733
707,0.7439102867763703
708,0.7517921990829424
709,0.7587172983233231
710,0.7612463290498557
711,0.7594091916937592
712,0.755936526296865
713,0.7522137842242573
714,0.7529532739253114
715,0.7549009499934328
716,0.7549291358131828
717,0.7525195349806391
718,0.7492225360899077
719,0.745900523072728
720,0.7517884948118293
721,0.7534159593566021
722,0.7601563246211609
723,0.7695381303061894
724,0.777578608808309
725,0.7801633337493656
726,0.7775187864536272
727,0.7731703302570553
728,0.7685378226240281
729,0.7694655001607158
730,0.7720434249029445
731,0.772285793588417
732,0.7695341182219957
733,0.7656953010482275
734,0.7618036601263363
735,0.7668201232558565
736,0.7685734204851985
737,0.7762209671253084
738,0.7870430565762648
739,0.7960779486981155
740,0.7985887874597679
741,0.7950297970916917
742,0.7897557451408224
743,0.78420623827385
744,0.7853366976396526
745,0.7885926990202538
746,0.7891109687381074
747,0.7860613781659436
748,0.7817267980285139
749,0.7773029284054921
750,0.7817174522953405
751,0.7835672528924595
752,0.7920378538982003
753,0.8042038020901557
754,0.8140821814052364
755,0.8164007849172207
756,0.8118465722329851
757,0.8056102919107035
758,0.7991690070318345
759,0.8005184653763494
760,0.8044770040370222
761,0.805324997234507
762,0.8020220168537849
763,0.7972486335925143
764,0.7923423408735174
765,0.7964289282262138
766,0.7983498591416259
767,0.8075393814723871
768,0.8209166289048742
769,0.831461115932479
770,0.8334862403165835
771,0.8278841036782595
772,0.8206629741264875
773,0.8133871412947439
774,0.8149756768142722
775,0.8196362510154617
776,0.8208566193624371
777,0.8173427454252346
778,0.8121976836303932
779,0.8068805139817588
780,0.8108978391315401
781,0.812870401040164
782,0.8226549676913846
783,0.8370771209252329
784,0.8480894969608702
785,0.8497416883471856
786,0.8430668033532636
787,0.8348523931530603
788,0.8268286443694163
789,0.8286826776168089
790,0.8340200606033159
791,0.8356412429129472
792,0.8319551133283629
793,0.826525112870172
794,0.820853742405298
795,0.8250661409672655
796,0.8270779444803692
797,0.8373156932349242
798,0.8525862082087274
799,0.863854909190338
800,0.8650794740195413
801,0.8573329791755824
802,0.8481304239901538
803,0.8394700042296894
804,0.8416246056281773
805,0.8475912044024969
806,0.8496248445145291
807,0.8458125437215753
808,0.8401614456257471
809,0.834228962761872
810,0.8388744624390136
811,0.840919690472316
812,0.8514550691911494
813,0.8673522752191142
814,0.8786614730236602
815,0.8794294478028675
816,0.8706352088078756
817,0.8604616454454259
818,0.851293204515571
819,0.8537936907668922
820,0.8603244293757537
821,0.8627772796376185
822,0.8588444002378711
823,0.8530729123102728
824,0.8469731115384301
825,0.85226454606068
826,0.854338329930774
827,0.8650100382241829
828,0.8812934672300556
829,0.8924331430897269
830,0.89274024078299
831,0.8829406733639191
832,0.8718228460704094
833,0.8622826651222633
834,0.8651848220162124
835,0.8722174727748547
836,0.8750395022216244
837,0.871023419424359
838,0.8652271524766649
839,0.8590600151369587
840,0.8651851684540021
841,0.8672726443222661
842,0.8779250653142787
843,0.89434285142309
844,0.9051188542518039
845,0.9049827395405012
846,0.8942340212556418
847,0.8822058202788801
848,0.8724261141411332
849,0.8758061305489229
850,0.8832428363711599
851,0.8864016730612577
852,0.8823275049608225
853,0.8766052417851313
854,0.8704734280214351
855,0.8775907656964039
856,0.8796552964103452
857,0.8901505182218863
858,0.9064482461043339
859,0.9166916086109667
860,0.9161481784390111
861,0.9045144873391167
862,0.8916153965161516
863,0.8817123301916668
864,0.8856279116729527
865,0.8934145108751961
866,0.896853010713165
867,0.8927481907843796
868,0.8871999467632387
869,0.8812046474731523
870,0.8894434786367529
871,0.8914197055343271
872,0.9016454904720949
873,0.9175761839705799
874,0.9271505056695932
875,0.926249847663904
876,0.9137967315300016
877,0.9000730585337061
878,0.8901502196952081
879,0.8946530947662121
880,0.9027433293551691
881,0.9063962304673816
882,0.9022938156878072
883,0.8970186264085872
884,0.8912552808050525
885,0.900708772182607
886,0.9025047170469377
887,0.9123751647651142
888,0.9277104534830183
889,0.9365169514478708
890,0.9353192165737576
891,0.9221065438399784
892,0.9076163454616195
893,0.8977245015986317
894,0.9028760046187414
895,0.9112445810378094
896,0.9150457782890465
897,0.9109873880760645
898,0.9060804130643408
899,0.9006346283265241
900,0.706679264932902
901,0.7077473288764211
902,0.7114586519329517
903,0.7163014242999043
904,0.7207571728266058
905,0.7227747943674784
906,0.7221393887025497
907,0.7202101084942556
908,0.7181649427033558
909,0.7185655341142405
910,0.7194570192185663
911,0.7192387950284462
912,0.7175959216548936
913,0.7154288547799245
914,0.7132601311366752
915,0.7219322780817364
916,0.7232291945026893
917,0.7279910874503203
918,0.7343470906137783
919,0.7400642709238366
920,0.7424052935247003
921,0.7412375416502656
922,0.7385605077168302
923,0.7357079274199064
924,0.7362611395573785
925,0.7376227184794458
926,0.7374778148852775
927,0.7354025678432412
928,0.7326190642753734
929,0.7298228152562306
930,0.7371875449063132
931,0.7386773899092677
932,0.7444601435029548
933,0.7523386052502531
934,0.759258668675538
935,0.7617906688158153
936,0.7599451638541354
937,0.7564476855192954
938,0.7527218270236333
939,0.753442436172139
940,0.7553567785291435
941,0.7553521893682204
942,0.7528786842307124
943,0.7495006914470809
944,0.7460904744017729
945,0.7524018518398708
946,0.7540502932869542
947,0.7608068886791938
948,0.7701832627952386
949,0.7782159511458242
950,0.7808046254546233
951,0.7781529341889311
952,0.7737732491182951
953,0.7691355632800164
954,0.7700373705255866
955,0.7725714871020958
956,0.7727731858797803
957,0.7699417802528857
958,0.7660034262656488
959,0.7619998572222502
960,0.7675299565536509
961,0.7693045047911178
962,0.7769692702671026
963,0.7877827102760425
964,0.7968060575358896
965,0.7993217817404142
966,0.7957580017133329
967,0.7904468218510927
968,0.7848896474086183
969,0.7859865414844603
970,0.7891874310263259
971,0.7896569835326125
972,0.7865085203588359
973,0.7820551565166401
974,0.777504653292991
975,0.782521194609046
976,0.7843919129256864
977,0.792879486639485
978,0.8050319742452817
979,0.8148939963398105
980,0.8172183715312875
981,0.8126629267555971
982,0.8063846764129798
983,0.7999328733582902
984,0.8012405597074885
985,0.8051305128760092
986,0.8059218877862253
987,0.8025063985391792
988,0.7975962675500498
989,0.7925451147518092
990,0.7973225491147662
991,0.7992637510123648
992,0.8084684801856641
993,0.8218255546418939
994,0.8323478473103398
995,0.8343796097925659
996,0.8287810514543177
997,0.8215146809788447
998,0.8142252177208587
999,0.8157628695208634
1000,0.820344135200915
1001,0.8215001399563941
1002,0.8178584476784481
1003,0.812559693353213
1004,0.8070711657690207
1005,0.8118759075406768
1006,0.8138679927529013
1007,0.8236642597663197
1008,0.8380574088737278
1009,0.8490408637602311
1010,0.8507005992451567
1011,0.8440353748514585
1012,0.8357744748170213
1013,0.8277345834915619
1014,0.8295293029880384
1015,0.8347751636207952
1016,0.8363243011829778
1017,0.8324960926781895
1018,0.8268864308636031
1019,0.8210360110068687
1020,0.8261215255930225
1021,0.8281525046179485
1022,0.838396597546344
1023,0.8536270689941534
1024,0.8648594703998926
1025,0.866092604002966
1026,0.8583631079239145
1027,0.849115190091889
1028,0.8404364855230841
1029,0.8425231184041404
1030,0.8483859516479613
1031,0.850339928701049
1032,0.846360500353804
1033,0.8405259274230987
1034,0.8344001376103849
1035,0.8399985222277175
1036,0.8420632578820755
1037,0.85259785245979
1038,0.8684418430019898
1039,0.8797070389173774
1040,0.8804848124559586
1041,0.87171611436699
1042,0.8615044944523796
1043,0.8523123806332901
1044,0.8547361765211428
1045,0.861150998282127
1046,0.8635029898240282
1047,0.8594033717156899
1048,0.8534366296815705
1049,0.8471310799776948
1050,0.8534471211640031
1051,0.8555416261940727
1052,0.866204021307637
1053,0.8824191991969657
1054,0.8935072379105566
1055,0.8938256535499813
1056,0.8840612919307367
1057,0.8729130599489034
1058,0.8633465996445527
1059,0.8661632075968636
1060,0.8730552918104415
1061,0.8757795767196014
1062,0.8715878180206971
1063,0.8655866564646398
1064,0.8592032065612614
1065,0.8664147248869635
1066,0.8685249064638416
1067,0.8791588436620578
1068,0.8954919669370431
1069,0.9062091783871375
1070,0.9060862568925531
1071,0.8953882666589258
1072,0.8833351745886753
1073,0.8735270710862643
1074,0.8768005585735732
1075,0.8840952357585767
1076,0.8871486806211697
1077,0.8828922201322222
1078,0.8769575827377791
1079,0.8706007562304224
1080,0.8788545902670406
1081,0.8809441399173279
1082,0.8914121902870538
1083,0.907608196487435
1084,0.9177864869638601
1085,0.9172585075007951
1086,0.9056881001803837
1087,0.8927760101866302
1088,0.8828430654891134
1089,0.8866412450227343
1090,0.894274291144916
1091,0.897600028416448
1092,0.8933086859763429
1093,0.8875426841611234
1094,0.8813154547613582
1095,0.8907278373250532
1096,0.8927311176783513
1097,0.9029228378104924
1098,0.9187350938586458
1099,0.928239261557822
1100,0.9273585179994569
1101,0.9149802302280179
1102,0.9012576173548488
1103,0.891291670249165
1104,0.8956783831127
1105,0.9036039110539901
1106,0.9071370215261834
1107,0.9028461771605201
1108,0.897349816549136
1109,0.8913492818935167
1110,0.9019991958556446
1111,0.9038233308113365
1112,0.9136557994672896
1113,0.9288575301365776
1114,0.9375902119069252
1115,0.9364157276446834
1116,0.9232916527005619
1117,0.9088182457047147
1118,0.8988824976747931
1119,0.9039071523185327
1120,0.9121001627200211
1121,0.9157749253903702
1122,0.9115283337696816
1123,0.9063985795239984
1124,0.900711859117805
1125,0.7069705619423532
1126,0.7080543806690345
1127,0.7117744761013457
1128,0.7166163066556491
1129,0.7210703972891481
1130,0.7230881135054028
1131,0.7224446327815669
1132,0.7205037498719037
1133,0.718457699134588
1134,0.7188497887113688
1135,0.7197250413943106
1136,0.7194888003380661
1137,0.7178128600023738
1138,0.7156028639940525
1139,0.7133862984437225
1140,0.722314146398832
1141,0.7236272389503563
1142,0.7284004272509527
1143,0.7347548716577141
1144,0.7404690853313015
1145,0.742810562206172
1146,0.7416337000131699
1147,0.738939511594277
1148,0.7360846872040965
1149,0.7366242286774829
1150,0.7379614327337076
1151,0.7377912791043824
1152,0.7356695723335354
1153,0.732827007402873
1154,0.7299658285389067
1155,0.7376596181630168
1156,0.7391663110473965
1157,0.744962550310186
1158,0.7528382543340298
1159,0.7597533395771566
1160,0.7622861933745708
1161,0.7604314382745767
1162,0.7569108540921269
1163,0.75318094162437
1164,0.7538817253705838
1165,0.7557623543688016
1166,0.7557248617638814
1167,0.7531904789856476
1168,0.749736391127841
1169,0.7462434496948326
1170,0.7529639429999228
1171,0.7546290508028921
1172,0.7614007338808365
1173,0.7707722749549488
1174,0.7787971287812225
1175,0.7813870644136885
1176,0.7787270153354965
1177,0.7743183272989851
1178,0.7696743614449364
1179,0.7705493925575859
1180,0.7730395249579254
1181,0.7732004777842116
1182,0.7702931657488203
1183,0.7662612744451461
1184,0.7621614188172366
1185,0.7681808684481812
1186,0.7699710898316793
1187,0.7776516637403681
1188,0.7884570080446882
1189,0.797468730581401
1190,0.7999861259386849
1191,0.7964160219043152
1192,0.7910704910679062
1193,0.7855044467841387
1194,0.7865670198539988
1195,0.7897129845569443
1196,0.7901339269467869
1197,0.7868973448435637
1198,0.7823338180800495
1199,0.7776648572290522
1200,0.7832583774904904
1201,0.7851432909388805
1202,0.7936462306823364
1203,0.8057858746431902
1204,0.8156315266253195
1205,0.8179580063399269
1206,0.8133994925330701
1207,0.8070825921597389
1208,0.8006190419084332
1209,0.8018844653365436
1210,0.8057096904697748
1211,0.8064444574945097
1212,0.8029234879078337
1213,0.7978863719527441
1214,0.7926994168163815
1215,0.7981422081803649
1216,0.8000958216703898
1217,0.8093140632173592
1218,0.8226518089421169
1219,0.8331520905604781
1220,0.8351864612847677
1221,0.8295893555022188
1222,0.822281554108441
1223,0.8149772808114999
1224,0.8164650764141486
1225,0.8209684378388911
1226,0.8220597967712538
1227,0.8182981576732596
1228,0.8128565652486138
1229,0.8072158921761233
1230,0.8127728562273846
1231,0.8147755748729288
1232,0.8245819044163794
1233,0.8389473322426182
1234,0.8499023874711862
1235,0.8515653701258317
1236,0.8449073939795552
1237,0.8366042034834611
1238,0.8285456430979758
1239,0.8302819534519023
1240,0.8354379520553967
1241,0.836914510120335
1242,0.8329529025241694
1243,0.8271858989283156
1244,0.8211682939410347
1245,0.8270891231894437
1246,0.8291293263732892
1247,0.8393783567284909
1248,0.8545707520506849
1249,0.8657678516683421
1250,0.8670050799757972
1251,0.8592898697202282
1252,0.8500010327259206
1253,0.8412995172507913
1254,0.8433193044146924
1255,0.849080375211797
1256,0.8509539823829886
1257,0.8468291001411382
1258,0.8408243338691185
1259,0.8345178434291329
