,MI
672,1.347265910372367
673,1.3107645079005876
674,1.27172306895576
675,1.0360646093136827
676,1.0408464774968282
677,1.05768898199763
678,1.0798087813433033
679,1.1002551182346483
680,1.1095369288106647
681,1.1066459196177303
682,1.0978288834178354
683,1.0884435094286207
684,1.0903162134380435
685,1.094479970315086
686,1.093560854578789
687,1.0861855856392033
688,1.0764751523604308
689,1.0668009743885178
690,1.0480068172610622
691,1.0538730307369353
692,1.0757323995143147
693,1.105175410350102
694,1.131869838569868
695,1.1428477138254391
696,1.1374024358779675
697,1.1249486591206566
698,1.1116451487948587
699,1.1142820897995884
700,1.1207455589608226
701,1.1201864750334907
702,1.1107386142499596
703,1.0980940970616584
704,1.0854626396031772
705,1.0607172250236272
706,1.067550169699996
707,1.0944891855152616
708,1.1316528441609752
709,1.1646966848074154
710,1.176866304010942
711,1.1680203720437397
712,1.151380344242158
713,1.1336534247777392
714,1.1371659166914092
715,1.146437900952587
716,1.146572305256973
717,1.1351051886009296
718,1.1194879343627955
719,1.103832328626299
720,1.0742131224861315
721,1.0819033289672553
722,1.1139573829942364
723,1.1591938436604037
724,1.1986336267438322
725,1.2114597506641787
726,1.1983376602728375
727,1.1769276153027637
728,1.1543326742849782
729,1.1588405618558155
730,1.171411513120832
731,1.1725967965956687
732,1.1591743270705035
733,1.1405701229565757
734,1.1218451053236171
735,1.0885061350488214
736,1.0969549257377718
737,1.1341247685256461
738,1.1877317019366087
739,1.2335490579844373
740,1.2464758492782735
741,1.228178773533375
742,1.201378760544144
743,1.1735542457225936
744,1.1791926545833502
745,1.1955166454155195
746,1.1981268170614643
747,1.1828149471124685
748,1.1612381200433797
749,1.1394282424412423
750,1.1036023095817862
751,1.1127250495020078
752,1.1549677150235558
753,1.217179963099266
754,1.2692803091615714
755,1.2817430571708166
756,1.2573512622329837
757,1.224504871019841
758,1.1911931936959899
759,1.198123417172887
760,1.2186004815630862
761,1.223016688259919
762,1.2058747540620405
763,1.181373430005112
764,1.1565014523700532
765,1.1195001595438017
766,1.129232832906866
767,1.17645067268481
768,1.2474318009273946
769,1.3056326795426
770,1.3170705411313457
771,1.2856419722784882
772,1.2460578966637905
773,1.207123841118138
774,1.2155484707621906
775,1.2405085020887083
776,1.2471066583887802
777,1.228179167497871
778,1.2008421656635964
779,1.1730267427096777
780,1.1361877271363205
781,1.1464973250617376
782,1.1985263908502481
783,1.2783589900914631
784,1.3423790802889959
785,1.352248269481848
786,1.3128135131116825
787,1.2657687535426778
788,1.221213972088304
789,1.2313957979231065
790,1.2610858422243765
791,1.2702207068448255
792,1.2495306935383417
793,1.2195532607095598
794,1.188830597802079
795,1.1536424317937692
796,1.164536076397771
797,1.2211369777989853
798,1.3098106112209715
799,1.379260730686423
800,1.3870473489234882
801,1.3386018434833944
802,1.2833460569935318
803,1.2333169043355625
804,1.2456002021011097
805,1.280178351732725
806,1.292163942548117
807,1.2697808619993458
808,1.2372475200219724
809,1.2038553820191946
810,1.1718314307655404
811,1.1833581993583002
812,1.2442154708245168
813,1.34161140009309
814,1.4159890555739294
815,1.4212206369090266
816,1.362715641786097
817,1.2984762669462964
818,1.243260290284404
819,1.2580916166077687
820,1.2976323217014734
821,1.3128046409280287
822,1.2885648823154596
823,1.2537996461588337
824,1.2180078300726476
825,1.1907241450925299
826,1.2029483861807533
827,1.2676875080446186
828,1.3735601337165593
829,1.4522493560855687
830,1.454504445406958
831,1.3848381264558365
832,1.3108268232179368
833,1.2508318864589325
834,1.2687754530557267
835,1.313373761501418
836,1.3317506063905036
837,1.3056840412544617
838,1.2690390827916962
839,1.231197731425164
840,1.210307172128142
841,1.2232430598974031
842,1.2914715133432502
843,1.4054275823178626
844,1.4877056240952642
845,1.48662184118485
846,1.4046303167216752
847,1.3200541615840813
848,1.255766499309014
849,1.277583943078347
850,1.3270895394580016
851,1.3488024342733678
852,1.3208773898524682
853,1.2828018050558532
854,1.2433413318542514
855,1.2305917022459425
856,1.2441134879644102
857,1.3154759455039728
858,1.4369548539006451
859,1.5220070585424603
860,1.5172896897655743
861,1.421734213344964
862,1.3258198884935453
863,1.2577453451059506
864,1.284157186350278
865,1.338665101040066
866,1.363668899807898
867,1.333889275736281
868,1.2949409718457952
869,1.2543658302423204
870,1.2516100013925593
871,1.2653660999345575
872,1.3395906638698656
873,1.4678513048961184
874,1.5547947573895935
875,1.5462285983478954
876,1.4357732369259588
877,1.3278184443737888
878,1.256509353957676
879,1.288263279148654
880,1.3478937114611493
881,1.3760422718377807
882,1.3444855177927892
883,1.305338773987097
884,1.2642148396869222
885,1.2734030271741035
886,1.28676509153667
887,1.363672826800313
888,1.4977928937035054
889,1.585709305991932
890,1.5731734853635682
891,1.4463533043653194
892,1.3258199210739432
893,1.2515827772974712
894,1.2895499937426185
895,1.3545400728314012
896,1.3856134724832043
897,1.3524749898721342
898,1.3139188165164786
899,1.2728551937129118
900,1.0375211758063052
901,1.0423724608172624
902,1.0592609222202238
903,1.0813797097275377
904,1.101824416643404
905,1.1111148225753633
906,1.108186695856875
907,1.099309028170679
908,1.0899186268709447
909,1.0917563356887474
910,1.0958488117564211
911,1.0948466654500182
912,1.0873095662652488
913,1.077386933777866
914,1.06747749559611
915,1.049921023755709
916,1.0558738195615656
917,1.0777977368278489
918,1.1072457191054206
919,1.133941730227885
920,1.1449361991916844
921,1.1394471083547968
922,1.126899351381649
923,1.1135811379362865
924,1.1161599190923561
925,1.1225151657675356
926,1.1218382521415802
927,1.1121585335464894
928,1.0992169362353048
929,1.08626136428841
930,1.0631122239078656
931,1.0700428297379172
932,1.0970678644807552
933,1.1342460114260418
934,1.167296936132616
935,1.1794932362674257
936,1.170597971078805
937,1.1538232105677606
938,1.136066110818255
939,1.1394917411738
940,1.1486123214901445
941,1.1485904214941345
942,1.1368114301522563
943,1.120802365726021
944,1.1047254388745131
945,1.0771092797428745
946,1.084905678978387
947,1.1170697395259248
948,1.1623340876435038
949,1.201789298082148
950,1.2146538494284234
951,1.201477080554393
952,1.1798841975242753
953,1.157236347951221
954,1.1616235892966928
955,1.1739947207300436
956,1.1749821511689285
957,1.1611581751041213
958,1.142058383754991
959,1.1227860230583926
960,1.0919235984554139
961,1.1004855290768325
962,1.137791495601382
963,1.1914438742016498
964,1.2372885143249477
965,1.250266549190625
966,1.2319081844233892
967,1.2048699957042983
968,1.1769611363628503
969,1.1824405935945506
970,1.198512186264419
971,1.2008803183900363
972,1.1850530501055108
973,1.1628652563211221
974,1.1404183397336976
975,1.1075619288401855
976,1.1168032954297258
977,1.15920985006437
978,1.2214894622415529
979,1.2736332137097175
980,1.2861603512518376
981,1.2616974928226607
982,1.2285504874472164
983,1.1951130069671376
984,1.201842108199964
985,1.2220028990390057
986,1.2261316491823135
987,1.208378715345009
988,1.183147409906702
989,1.1575234686309686
990,1.1240222648742684
991,1.1338790607945726
992,1.181289625083026
993,1.2523645194043869
994,1.3106299814215705
995,1.322144829544154
996,1.2906298751675986
997,1.2506757217477726
998,1.2115633927331746
999,1.2197385503133382
1000,1.2443325690588067
1001,1.2505967719824405
1002,1.2309435170736718
1003,1.2027516151688546
1004,1.1740168577827317
1005,1.1412925491605117
1006,1.1517329870717774
1007,1.2039840054168418
1008,1.2839413007702771
1009,1.3480529950300393
1010,1.3580102253135338
1011,1.3184652919328999
1012,1.270973941927564
1013,1.2261809503518994
1014,1.2360672251891047
1015,1.265333619665277
1016,1.2740865108144437
1017,1.2525493980884006
1018,1.221530334873619
1019,1.1898091967270905
1020,1.1593484263883607
1021,1.1703838423421904
1022,1.2272356536618543
1023,1.3160694035929819
1024,1.3856447088384072
1025,1.393527818994474
1026,1.3449363577618683
1027,1.289150253495365
1028,1.2388139707700137
1029,1.2507535431179493
1030,1.2848497536804666
1031,1.2964037809952127
1032,1.2729757112097029
1033,1.2393237371319779
1034,1.2048086397270195
1035,1.1781557620463075
1036,1.189841757807645
1037,1.2509783192721962
1038,1.348574177660714
1039,1.4231177334102287
1040,1.4284505844210087
1041,1.3697477015312403
1042,1.3049088088848162
1043,1.2492857681917884
1044,1.2637246713029402
1045,1.3027246757930142
1046,1.317329183870544
1047,1.291981857248176
1048,1.2559637309730844
1049,1.2189232365566116
1050,1.1976817970910703
1051,1.210091507314655
1052,1.275138524291015
1053,1.3812551611936779
1054,1.4601584703289077
1055,1.4625149426669
1056,1.3925778175441756
1057,1.3178765777994663
1058,1.2573804348742148
1059,1.274883086493674
1060,1.3187994342022271
1061,1.336618534323696
1062,1.309312548058139
1063,1.2712802919452213
1064,1.2320638653101665
1065,1.2179106252831389
1066,1.2310674623144682
1067,1.299635652819266
1068,1.4138840778000143
1069,1.4964318749648005
1070,1.4954440743687671
1071,1.4131180355469608
1072,1.3277181634147057
1073,1.2628289938108044
1074,1.2840807143515214
1075,1.3329062417105049
1076,1.3540014099906532
1077,1.3247058583709284
1078,1.2851099136140245
1079,1.2441476698204923
1080,1.2388505707753468
1081,1.2526355796405186
1082,1.3243789131093178
1083,1.4462032100234656
1084,1.5315879257923226
1085,1.5269548871672967
1086,1.430942739683011
1087,1.3340882320645262
1088,1.2653087629179216
1089,1.2910962049256811
1090,1.3448602613769425
1091,1.3691832019773944
1092,1.3379051359963683
1093,1.2973063054411864
1094,1.2551025909985476
1095,1.260530139041127
1096,1.2745930647435455
1097,1.349258056048404
1098,1.4779233068514437
1099,1.56526825485454
1100,1.5567856570416745
1101,1.4456955810150856
1102,1.3366737926701697
1103,1.2644695226293832
1104,1.2956296181722489
1105,1.3544519182841879
1106,1.3818526565427507
1107,1.3486751680770876
1108,1.3077522636627685
1109,1.2648728597771322
1110,1.282985851079374
1111,1.2966913019143869
1112,1.3741282188246966
1113,1.508721884420198
1114,1.597113683589555
1115,1.5846421662244863
1116,1.4569752192662047
1117,1.3352373028589548
1118,1.259994515596253
1119,1.2973256802182587
1120,1.3614430701782558
1121,1.3916970795579453
1122,1.3568237501980547
1123,1.3163720447928335
1124,1.273425842348749
1125,1.0388439100209026
1126,1.043767839201641
1127,1.0607004658795327
1128,1.082821417891304
1129,1.1032653043760123
1130,1.1125594841774409
1131,1.1095930761640966
1132,1.1006589946486451
1133,1.0912615678919886
1134,1.0930608208255599
1135,1.0970799672550802
1136,1.0959947791639086
1137,1.088304085264945
1138,1.0781829081125849
1139,1.0680534399377395
1140,1.0516730194289559
1141,1.0577023259721132
1142,1.079687589376099
1143,1.1091429649593172
1144,1.1358401755930638
1145,1.1468434727313006
1146,1.1413081896420185
1147,1.1286728550800897
1148,1.1153371829975576
1149,1.1178534976191292
1150,1.1240979954496475
1151,1.1233027647551546
1152,1.1134024179848705
1153,1.1001821529399836
1154,1.0869229201535815
1155,1.0653069223985183
1156,1.0723199708363882
1157,1.0994257509233412
1158,1.1366193058652945
1159,1.1696751544845108
1160,1.1818869767791582
1161,1.1729387913749683
1162,1.1560386233692201
1163,1.1382481752990161
1164,1.1415820525885492
1165,1.1505484624219438
1166,1.1503694228163064
1167,1.1382935217532426
1168,1.121916615434777
1169,1.1054448743956997
1170,1.0797656121536299
1171,1.0876474588533387
1172,1.1199137650516753
1173,1.165204707090149
1174,1.204670844781367
1175,1.2175589790967327
1176,1.204323012307948
1177,1.1825603923361376
1178,1.1598566257036158
1179,1.1641180632109283
1180,1.1762866696579088
1181,1.1770753630524933
1182,1.1628694544544378
1183,1.1433044633876686
1184,1.123561078372251
1185,1.0950610625029455
1186,1.1037086611903497
1187,1.14114014923486
1188,1.1948338079689442
1189,1.2406983514248968
1190,1.2537089776518053
1191,1.2352844329674788
1192,1.208025880888547
1193,1.180030597808914
1194,1.1853460354400747
1195,1.2011629362389646
1196,1.2032885444753758
1197,1.1870011781907015
1198,1.1642470545344163
1199,1.141204938917269
1200,1.1111993489698246
1201,1.1205253024805797
1202,1.1630820235160149
1203,1.225421372193034
1204,1.2775977546461896
1205,1.2901668732520972
1206,1.2656285506341907
1207,1.2322044373398107
1208,1.1986409378704006
1209,1.2051643045714846
1210,1.2250236513679276
1211,1.2288631803757932
1212,1.210537507382735
1213,1.1846290368803687
1214,1.1583015117456859
1215,1.128178576143951
1216,1.1381184072940995
1217,1.185704658886417
1218,1.256861721663056
1219,1.3151771212123304
1220,1.326743019127716
1221,1.2951389326251643
1222,1.2548449107645439
1223,1.2155569981501158
1224,1.2234849595389374
1225,1.2477125634379753
1226,1.2536381923327917
1227,1.233304133691142
1228,1.204319032609315
1229,1.1747688168727846
1230,1.145986173352246
1231,1.156509239177262
1232,1.2089617770230014
1233,1.2890277853889174
1234,1.3532121278917064
1235,1.3632283331040143
1236,1.323573603618588
1237,1.275673581350639
1238,1.2306409914522054
1239,1.2402319307430656
1240,1.2690721305169723
1241,1.277435064703752
1242,1.255103123653169
1243,1.2231708339729441
1244,1.1905197770290488
1245,1.1645968052333375
1246,1.175717765759813
1247,1.2327967075935022
1248,1.3217698968003748
1249,1.391446727378841
1250,1.3993946850130559
1251,1.3506625652791326
1252,1.2943927492907477
1253,1.2437402211698572
1254,1.2553355566951794
1255,1.2889446311537236
1256,1.3000553306969636
1257,1.2757137327509105
1258,1.2410257713075574
1259,1.2054644746595753
1260,1.1839747624864005
1261,1.19575512659638
1262,1.2571440335341377
1263,1.3549142490917383
1264,1.4295949953246774
1265,1.4349955740383489
1266,1.3761071335181956
1267,1.3106807879290565
1268,1.2546760010336828
1269,1.2687209590949642
1270,1.307172002656134
1271,1.3212778034436226
1272,1.2948951164579654
